School Name,Student Number,Grade,Program Code,BPS Race,First Lang,Home Lang,Home Lang 2,Home Lang 3,SN Code,21-22 ACCESS Overall,22-23 ACCESS Overall,,,,,,,,,,,,,,,,,
School BN,135099,3,REG,Black,English,English,Somali,,,2.9,2.9,,,,,,,,,,,,,,,,,
School AJ,182509,3,TLS,Hispanic,Spanish,Spanish,English,,R1,2.6,2.6,,,,,,,,,,,,,,,,,
School AI,252272,2,REG,Black,Cape Verdean,English,Cape Verdean,,,2.9,2.9,,,,,,,,,,,,,,,,,
School BX,232873,10,BLS,Hispanic,Spanish,Spanish,,,,2.5,2.5,,,,,,,,,,,,,,,,,
School BQ,154585,4,REG,Hispanic,Spanish,Spanish,English,,,2.4,2.4,,,,,,,,,,,,,,,,,
School BW,112236,2,REG,Hispanic,Spanish,English,Spanish,,,2.9,2.9,,,,,,,,,,,,,,,,,
School W,277783,10,SF4,Hispanic,Spanish,Spanish,,,F4,2.3,2.3,,,,,,,,,,,,,,,,,
School P,214563,8,TLS,Hispanic,Spanish,English,Spanish,,,2.6,2.6,,,,,,,,,,,,,,,,,
School W,195700,12,BLS,Hispanic,Spanish,Spanish,,,,2.5,2.5,,,,,,,,,,,,,,,,,
School BV,231429,11,SL4,Hispanic,Spanish,Spanish,,,L4,2.4,2.4,,,,,,,,,,,,,,,,,
School CK,153266,6,SL4,Hispanic,Spanish,English,,,L4,2.4,2.4,,,,,,,,,,,,,,,,,
School U,252624,2,REG,Hispanic,English,English,Spanish,,,2.7,2.7,,,,,,,,,,,,,,,,,
School AH,239413,2,BLS,Hispanic,Spanish,Spanish,,,,2.1,2.1,,,,,,,,,,,,,,,,,
School DC,218615,11,REF,Hispanic,Spanish,Spanish,,,,2.8,2.8,,,,,,,,,,,,,,,,,
School CU,211496,12,BLM,Hispanic,Spanish,Spanish,,,,2.4,2.4,,,,,,,,,,,,,,,,,
School BU,146924,12,BLM,Hispanic,Spanish,Spanish,,,,2.7,2.7,,,,,,,,,,,,,,,,,
School AI,241467,1,SI4,White,Spanish,Spanish,,,X3,2.2,2.2,,,,,,,,,,,,,,,,,
School CJ,214574,8,SL4,Hispanic,Spanish,Spanish,,,L4,2.1,2.1,,,,,,,,,,,,,,,,,
School BR,234209,1,BLH,Black,Haitian Creole,Haitian Creole,,,,2.5,2.5,,,,,,,,,,,,,,,,,
School BU,157389,12,BLM,White,Arabic,Arabic,,,,2,2,,,,,,,,,,,,,,,,,
School BV,199282,10,BLS,Hispanic,Spanish,Spanish,,,,2.2,2.2,,,,,,,,,,,,,,,,,
School W,199730,7,SL4,Hispanic,Spanish,Spanish,,,L4,2.9,2.9,,,,,,,,,,,,,,,,,
School DK,183529,11,SQ4,Hispanic,Spanish,English,Spanish,,Q4,2.7,2.7,,,,,,,,,,,,,,,,,
School BX,151531,7,BLS,Hispanic,Spanish,Spanish,,,,2.6,2.6,,,,,,,,,,,,,,,,,
School CP,103889,9,SI4,Black,Cape Verdean,English,Spanish,Portuguese,Q4,2.5,2.5,,,,,,,,,,,,,,,,,
School BO,190166,2,SI4,Black,English,English,Spanish,,X3,2.6,2.6,,,,,,,,,,,,,,,,,
School AS,183444,4,SI4,Black,English,English,Haitian Creole,,X3,2.5,2.5,,,,,,,,,,,,,,,,,
School CV,110244,12,TLS,Hispanic,Spanish,Spanish,,,,2.1,2.1,,,,,,,,,,,,,,,,,
School BO,280595,8,SI4,Hispanic,Spanish,Spanish,,,L3,2.6,2.6,,,,,,,,,,,,,,,,,
School CJ,193132,6,SL4,Hispanic,Spanish,English,Spanish,,L4,2.3,2.3,,,,,,,,,,,,,,,,,
School AK,118773,6,SQ4,Hispanic,Spanish,English,Spanish,,Q4,2.1,2.1,,,,,,,,,,,,,,,,,
School CV,278529,12,TLS,Hispanic,Spanish,Spanish,,,,2,2,,,,,,,,,,,,,,,,,
School AB,244912,2,REG,Hispanic,Spanish,Spanish,English,,,2.8,2.8,,,,,,,,,,,,,,,,,
School BJ,162287,6,SQ4,Hispanic,Spanish,Spanish,,,Q4,2.7,2.7,,,,,,,,,,,,,,,,,
School N,157583,3,BLS,Hispanic,Spanish,Spanish,,,R1,2.6,2.6,,,,,,,,,,,,,,,,,
School AE,287820,2,REG,Hispanic,Spanish,Spanish,,,,2.8,2.8,,,,,,,,,,,,,,,,,
School CJ,104418,6,BIS,Hispanic,Spanish,Spanish,Spanish,Spanish,,2.2,2.2,,,,,,,,,,,,,,,,,
School M,223627,4,REG,Hispanic,Spanish,Spanish,,,R1,2.4,2.4,,,,,,,,,,,,,,,,,
School CC,222710,2,REG,Hispanic,English,English,Spanish,,,2.8,2.8,,,,,,,,,,,,,,,,,
School DJ,247913,12,REG,Hispanic,Spanish,English,Spanish,,R1,2.8,2.8,,,,,,,,,,,,,,,,,
School CV,122524,12,TLS,Hispanic,Spanish,Spanish,,,,2.7,2.7,,,,,,,,,,,,,,,,,
School U,204921,6,REG,Asian,Vietnamese,Vietnamese,,,,2.7,2.7,,,,,,,,,,,,,,,,,
School CC,139029,3,REG,Hispanic,Spanish,Spanish,,,,2.8,2.8,,,,,,,,,,,,,,,,,
School DC,108996,9,RES,Hispanic,Spanish,Spanish,,,,2.1,2.1,,,,,,,,,,,,,,,,,
School P,126751,3,TLS,Hispanic,Spanish,Spanish,Spanish,Spanish,R1,2.2,2.2,,,,,,,,,,,,,,,,,
School CJ,194679,7,BLS,Hispanic,Spanish,Spanish,,,,2,2,,,,,,,,,,,,,,,,,
School AD,265344,3,REG,Hispanic,Spanish,Spanish,Spanish,Spanish,,2.6,2.6,,,,,,,,,,,,,,,,,
School CK,128104,7,SI4,Asian,Toishanese,Toishanese,,,L3,2.8,2.8,,,,,,,,,,,,,,,,,
School CP,191981,10,SL4,Hispanic,Spanish,Spanish,,,L4,2.8,2.7,,,,,,,,,,,,,,,,,
School H,281066,6,SI4,Black,English,English,,,X3,2.3,2.2,,,,,,,,,,,,,,,,,
School BQ,283230,8,REG,Asian,Arabic,Arabic,,,,2.8,2.7,,,,,,,,,,,,,,,,,
School CP,239335,11,BLS,Hispanic,Spanish,Spanish,,,,2.3,2.2,,,,,,,,,,,,,,,,,
School CN,258216,10,SI4,White,Cape Verdean,English,Cape Verdean,,L3,2.8,2.7,,,,,,,,,,,,,,,,,
School S,176842,3,SI4,Hispanic,English,English,Spanish,,Y3,2.8,2.7,,,,,,,,,,,,,,,,,
School AI,259922,5,SI4,Black,Cape Verdean,English,Cape Verdean,,L3,2.3,2.2,,,,,,,,,,,,,,,,,
School Y,123470,3,REG,Black,Cape Verdean,Cape Verdean,,,,2.8,2.7,,,,,,,,,,,,,,,,,
School P,252764,5,TLS,Hispanic,Spanish,Spanish,,,R2,2.3,2.2,,,,,,,,,,,,,,,,,
School BR,123342,5,REG,Black,Haitian Creole,Haitian Creole,Haitian Creole,English,,2.8,2.7,,,,,,,,,,,,,,,,,
School BX,128278,10,REG,Hispanic,Spanish,English,Spanish,,R1,2.8,2.7,,,,,,,,,,,,,,,,,
School AJ,200169,3,TLS,Hispanic,Spanish,Spanish,,,R1,2.8,2.7,,,,,,,,,,,,,,,,,
School L,278345,2,BLS,Hispanic,Spanish,Spanish,,,R1,2.3,2.2,,,,,,,,,,,,,,,,,
School V,284639,12,BLH,Black,Haitian Creole,French,Haitian Creole,,,2.3,2.2,,,,,,,,,,,,,,,,,
School AB,134099,2,REG,Hispanic,English,English,Spanish,,S1,2.3,2.2,,,,,,,,,,,,,,,,,
School W,224705,7,REG,Hispanic,Spanish,Spanish,,,,2.8,2.7,,,,,,,,,,,,,,,,,
School W,101480,10,BLS,Hispanic,Spanish,Spanish,,,,2.3,2.2,,,,,,,,,,,,,,,,,
School CV,192487,11,TLS,Hispanic,Spanish,Spanish,,,,2.8,2.7,,,,,,,,,,,,,,,,,
School BB,189555,3,REG,Hispanic,Spanish,English,Spanish,,,2.8,2.7,,,,,,,,,,,,,,,,,
School BX,261243,10,BLS,Hispanic,Spanish,Spanish,,,,2.8,2.7,,,,,,,,,,,,,,,,,
School W,129621,12,BLS,Hispanic,Spanish,English,Spanish,,,2.8,2.7,,,,,,,,,,,,,,,,,
School L,283277,3,SI4,Hispanic,Spanish,Spanish,,,Y3,2.6,2.5,,,,,,,,,,,,,,,,,
School CP,241200,11,BLS,Hispanic,Spanish,Spanish,,,,2.1,2,,,,,,,,,,,,,,,,,
School BU,125959,11,BLM,Hispanic,Spanish,Spanish,,,,2.7,2.6,,,,,,,,,,,,,,,,,
School BU,100829,12,BLM,Hispanic,Spanish,Spanish,,,,2.5,2.4,,,,,,,,,,,,,,,,,
School AA,180153,5,SL4,Black,Cape Verdean,Cape Verdean,,,L4,2.2,2.1,,,,,,,,,,,,,,,,,
School W,112025,8,SL4,Hispanic,Spanish,English,Spanish,Spanish,L4,2.9,2.8,,,,,,,,,,,,,,,,,
School CA,145820,12,BLS,Hispanic,Spanish,Spanish,,,,2.4,2.3,,,,,,,,,,,,,,,,,
School CD,226416,12,BLS,Hispanic,Spanish,Spanish,,,,2.9,2.8,,,,,,,,,,,,,,,,,
School T,116626,7,SQ4,Hispanic,Spanish,English,Spanish,Cape Verdean,Q4,2.7,2.6,,,,,,,,,,,,,,,,,
School F,209235,3,BLC,Asian,Cantonese,English,Cantonese,,,2.4,2.3,,,,,,,,,,,,,,,,,
School CK,262652,7,BLM,Asian,Toishanese,Cantonese,Toishanese,Mandarin,,2.4,2.3,,,,,,,,,,,,,,,,,
School BD,124805,4,REG,Black,English,English,Haitian Creole,English,,2.5,2.4,,,,,,,,,,,,,,,,,
School CJ,172406,7,BLS,Hispanic,Spanish,Spanish,English,,S1,2.5,2.4,,,,,,,,,,,,,,,,,
School CC,202893,3,REG,Black,Cape Verdean,Cape Verdean,,,,2.5,2.4,,,,,,,,,,,,,,,,,
School P,127159,5,TLS,Hispanic,Spanish,English,Spanish,,R1,2.1,2,,,,,,,,,,,,,,,,,
School BP,163991,10,BLK,Black,Cape Verdean,Cape Verdean,,,,2,1.9,,,,,,,,,,,,,,,,,
School BB,197850,K2,KED,Black,Cape Verdean,Cape Verdean,,,,2.1,2,,,,,,,,,,,,,,,,,
School J,275342,6,BLK,Black,Cape Verdean,Cape Verdean,Portuguese,,,2.6,2.5,,,,,,,,,,,,,,,,,
School CP,273837,9,SL4,Hispanic,Spanish,English,Spanish,,L4,2.2,2.1,,,,,,,,,,,,,,,,,
School CN,190289,12,BLM,Black,Cape Verdean,English,Cape Verdean,,,2.1,2,,,,,,,,,,,,,,,,,
School AA,240345,1,BLM,Black,Cape Verdean,Cape Verdean,,,,2.7,2.6,,,,,,,,,,,,,,,,,
School AV,217232,1,SI4,Black,Spanish,English,Spanish,French,Y3,2.9,2.8,,,,,,,,,,,,,,,,,
School I,145265,2,REG,Asian,Arabic,English,Arabic,,,2,1.9,,,,,,,,,,,,,,,,,
School BJ,262721,2,REG,Hispanic,Spanish,English,Spanish,,,2.7,2.6,,,,,,,,,,,,,,,,,
School BU,154099,12,BLM,Hispanic,Spanish,Spanish,,,,2.5,2.4,,,,,,,,,,,,,,,,,
School Q,103276,2,REG,Black,English,English,Cape Verdean,,,2.9,2.8,,,,,,,,,,,,,,,,,
School BU,243066,11,BLM,Black,Cape Verdean,Cape Verdean,,,,2.5,2.4,,,,,,,,,,,,,,,,,
School BU,135183,10,BLM,Black,Haitian Creole,Haitian Creole,,,,2.6,2.5,,,,,,,,,,,,,,,,,
School CB,274227,10,SA4,Black,Haitian Creole,Haitian Creole,,,A4,2.7,2.6,,,,,,,,,,,,,,,,,
School AD,119265,4,BLM,Hispanic,Spanish,Spanish,,,,2.1,2,,,,,,,,,,,,,,,,,
School BU,222827,12,BLM,Black,Amharic,Amharic,,,R1,2.2,2.1,,,,,,,,,,,,,,,,,
School BP,232682,11,BLK,Black,Cape Verdean,Cape Verdean,,,,2,1.9,,,,,,,,,,,,,,,,,
School J,166684,8,BLK,Black,Cape Verdean,Cape Verdean,,,R2,2.9,2.8,,,,,,,,,,,,,,,,,
School CV,131649,12,TLS,Hispanic,Spanish,Spanish,,,R1,2,1.9,,,,,,,,,,,,,,,,,
School BQ,121621,7,REG,Hispanic,Spanish,English,Spanish,,R1,2.6,2.5,,,,,,,,,,,,,,,,,
School V,153251,11,BLH,Black,Haitian Creole,English,Haitian Creole,,R2,2.7,2.6,,,,,,,,,,,,,,,,,
School AF,127528,2,REG,Hispanic,Spanish,Spanish,,,,2.9,2.8,,,,,,,,,,,,,,,,,
School CN,191955,12,VEP,Hispanic,Spanish,Spanish,,,,2.7,2.6,,,,,,,,,,,,,,,,,
School CA,109235,12,BLS,Hispanic,Spanish,Spanish,,,,2.4,2.3,,,,,,,,,,,,,,,,,
School DG,293779,11,SA4,Hispanic,Spanish,Spanish,English,,A4,2.6,2.5,,,,,,,,,,,,,,,,,
School W,298121,10,BLS,Hispanic,Spanish,Spanish,,,,2,1.9,,,,,,,,,,,,,,,,,
School DE,150523,11,SQ4,Hispanic,Spanish,English,Spanish,,Q4,2.1,2,,,,,,,,,,,,,,,,,
School AL,188057,8,REG,Hispanic,Spanish,English,Spanish,,R2,2.6,2.5,,,,,,,,,,,,,,,,,
School CK,245815,8,BLM,Asian,Toishanese,Cantonese,Mandarin,,,2.2,2.1,,,,,,,,,,,,,,,,,
School BX,187331,7,BLS,Hispanic,Spanish,Spanish,,,,2,1.9,,,,,,,,,,,,,,,,,
School W,117541,11,BLS,Hispanic,Spanish,Spanish,,,,2.4,2.3,,,,,,,,,,,,,,,,,
School W,131602,9,BIS,Hispanic,Spanish,Spanish,,,,2.5,2.4,,,,,,,,,,,,,,,,,
School BX,136548,9,SA4,Hispanic,Spanish,English,Spanish,,A4,2.4,2.3,,,,,,,,,,,,,,,,,
School A,247453,2,REG,Hispanic,Spanish,Spanish,,,R1,2,1.9,,,,,,,,,,,,,,,,,
School AL,254066,7,REG,Hispanic,Spanish,English,Spanish,,,2.9,2.8,,,,,,,,,,,,,,,,,
School L,247917,3,BLS,Hispanic,Spanish,Spanish,,,,2.7,2.6,,,,,,,,,,,,,,,,,
School BM,100462,2,REG,Hispanic,English,English,Spanish,,S1,2,1.9,,,,,,,,,,,,,,,,,
School BV,137442,9,BLS,Hispanic,Spanish,Spanish,,,,2.7,2.6,,,,,,,,,,,,,,,,,
School BJ,101709,1,BLS,Hispanic,Spanish,English,Spanish,,,2.5,2.4,,,,,,,,,,,,,,,,,
School J,281680,2,REG,Black,Cape Verdean,Cape Verdean,,,,2.4,2.3,,,,,,,,,,,,,,,,,
School Q,158818,2,SL4,Black,Haitian Creole,Haitian Creole,,,L4,2.1,2,,,,,,,,,,,,,,,,,
School X,225282,5,TLS,Hispanic,Spanish,Spanish,,,,2.6,2.5,,,,,,,,,,,,,,,,,
School X,166887,7,TLS,Hispanic,Spanish,Spanish,,,,2.2,2.1,,,,,,,,,,,,,,,,,
School DF,127575,12,BLM,Hispanic,Spanish,Spanish,,,R1,2.2,2.1,,,,,,,,,,,,,,,,,
School CN,156932,11,SL4,Black,Cape Verdean,Cape Verdean,,,L4,2,1.9,,,,,,,,,,,,,,,,,
School AJ,130666,2,TLS,Hispanic,Spanish,English,Spanish,,,2.5,2.4,,,,,,,,,,,,,,,,,
School CD,164014,11,BLS,Hispanic,Spanish,Spanish,,,,2.9,2.8,,,,,,,,,,,,,,,,,
School A,217583,3,SI4,Hispanic,Spanish,English,Spanish,,Y3,2.4,2.3,,,,,,,,,,,,,,,,,
School C,263347,3,SL4,Hispanic,Spanish,Spanish,,,L4,2.4,2.3,,,,,,,,,,,,,,,,,
School E,289875,3,REG,Black,English,English,Cape Verdean,,,2.2,2.1,,,,,,,,,,,,,,,,,
School BD,191728,8,REG,Black,Cape Verdean,English,Cape Verdean,,,2.7,2.6,,,,,,,,,,,,,,,,,
School AD,266081,6,BLM,Hispanic,Spanish,Spanish,,,,2.7,2.6,,,,,,,,,,,,,,,,,
School L,270315,3,BLS,Hispanic,Spanish,Spanish,English,,R1,2.2,2.1,,,,,,,,,,,,,,,,,
School BX,236615,10,BIS,Hispanic,Spanish,Spanish,English,,,2.1,2,,,,,,,,,,,,,,,,,
School BO,167247,8,SI4,Hispanic,Spanish,Spanish,,,L3,2.7,2.6,,,,,,,,,,,,,,,,,
School BX,109233,8,BLS,Hispanic,Spanish,Spanish,English,,,2.4,2.3,,,,,,,,,,,,,,,,,
School BX,151636,8,BLS,Black,Spanish,Spanish,,,,2.1,2,,,,,,,,,,,,,,,,,
School BP,135781,8,REG,Hispanic,Cape Verdean,Cape Verdean,,,,2.9,2.8,,,,,,,,,,,,,,,,,
School DB,276153,9,SL4,Hispanic,Spanish,English,Spanish,,L3,2.7,2.6,,,,,,,,,,,,,,,,,
School P,258911,5,TLS,Hispanic,Spanish,Spanish,,,P1,2.9,2.8,,,,,,,,,,,,,,,,,
School BX,231750,8,BLS,Hispanic,Spanish,Spanish,,,,2.5,2.4,,,,,,,,,,,,,,,,,
School CP,281484,8,SL4,Hispanic,Spanish,Spanish,,,L4,2,1.9,,,,,,,,,,,,,,,,,
School CD,208377,8,BLM,Hispanic,Spanish,Spanish,,,,2.6,2.5,,,,,,,,,,,,,,,,,
School P,106408,7,TLS,Hispanic,Spanish,Spanish,,,,2.6,2.5,,,,,,,,,,,,,,,,,
School DA,299044,8,TLS,Hispanic,Spanish,Spanish,,,R1,2.4,2.3,,,,,,,,,,,,,,,,,
School D,176368,2,REG,Hispanic,Spanish,English,Spanish,,,2.7,2.6,,,,,,,,,,,,,,,,,
School CN,145915,9,VEP,Hispanic,Spanish,Spanish,,,,2.1,2,,,,,,,,,,,,,,,,,
School AK,257561,8,REG,Black,Haitian Creole,English,Haitian Creole,,,2.7,2.6,,,,,,,,,,,,,,,,,
School CL,256752,4,REG,Black,English,English,Spanish,,,2.9,2.8,,,,,,,,,,,,,,,,,
School CB,246182,10,REG,Black,Haitian Creole,English,French,,,2.4,2.3,,,,,,,,,,,,,,,,,
School L,243738,3,BLS,Hispanic,Spanish,Spanish,,,,2.5,2.4,,,,,,,,,,,,,,,,,
School CB,258337,9,SL4,Black,Haitian Creole,English,Haitian Creole,,L4,2.7,2.6,,,,,,,,,,,,,,,,,
School CP,246363,11,BLS,Hispanic,Spanish,Spanish,Spanish,,,2.4,2.3,,,,,,,,,,,,,,,,,
School DC,211653,11,REJ,Asian,Toishanese,Cantonese,Mandarin,Toishanese,,2.5,2.4,,,,,,,,,,,,,,,,,
School CN,102626,11,VEP,White,Russian,English,,,R1,2.9,2.8,,,,,,,,,,,,,,,,,
School G,178851,3,REG,Hispanic,Spanish,Spanish,,,,2.9,2.7,,,,,,,,,,,,,,,,,
School BB,201336,6,REG,Asian,English,Cape Verdean,,,,2.9,2.7,,,,,,,,,,,,,,,,,
School AK,239237,3,BLS,Hispanic,Spanish,Spanish,,,,2.9,2.7,,,,,,,,,,,,,,,,,
School AA,271109,8,BLM,Hispanic,Spanish,Spanish,,,R1,2.8,2.6,,,,,,,,,,,,,,,,,
School A,163702,6,BLM,Hispanic,Spanish,Spanish,,,,2.8,2.6,,,,,,,,,,,,,,,,,
School P,293033,2,TLE,Hispanic,Spanish,Spanish,,,,2.4,2.2,,,,,,,,,,,,,,,,,
School BU,222871,9,BLM,Black,Cape Verdean,Cape Verdean,,,,2.3,2.1,,,,,,,,,,,,,,,,,
School BM,133414,3,BLS,Hispanic,Spanish,Spanish,,,,2.4,2.2,,,,,,,,,,,,,,,,,
School CA,127879,8,REG,Black,Haitian Creole,Haitian Creole,,,R1,2.8,2.6,,,,,,,,,,,,,,,,,
School BB,116093,8,REG,Hispanic,Cape Verdean,English,Cape Verdean,,,2.8,2.6,,,,,,,,,,,,,,,,,
School BO,110866,3,SI4,Hispanic,Spanish,Spanish,English,,X3,2.4,2.2,,,,,,,,,,,,,,,,,
School BU,241352,10,BLM,Black,Cape Verdean,Cape Verdean,,,,2.3,2.1,,,,,,,,,,,,,,,,,
School BR,280011,2,REG,Black,Haitian Creole,Haitian Creole,,,,2.3,2.1,,,,,,,,,,,,,,,,,
School Z,127123,7,REG,Hispanic,Spanish,Spanish,,,,2.3,2.1,,,,,,,,,,,,,,,,,
School DE,285163,10,SQ4,Black,Haitian Creole,French,Haitian Creole,,Q4,2.9,2.7,,,,,,,,,,,,,,,,,
School CN,230204,12,BLM,Black,Somali,Somali,,,,2.9,2.7,,,,,,,,,,,,,,,,,
School BN,288504,8,SA4,Hispanic,Spanish,English,,,A4,2.3,2.1,,,,,,,,,,,,,,,,,
School T,198379,7,REG,Asian,Vietnamese,English,Vietnamese,,,2.9,2.7,,,,,,,,,,,,,,,,,
School O,224638,3,BLM,Hispanic,Spanish,Spanish,,,,2.8,2.6,,,,,,,,,,,,,,,,,
School CK,122259,7,SI4,Asian,Other,Cantonese,,,L3,2.9,2.7,,,,,,,,,,,,,,,,,
School P,271179,2,TLE,Hispanic,English,English,Spanish,,,2.9,2.7,,,,,,,,,,,,,,,,,
School T,177258,3,SQ4,Hispanic,Spanish,Spanish,,,Q4,2.8,2.6,,,,,,,,,,,,,,,,,
School P,239800,2,TLE,Hispanic,Spanish,English,Spanish,,,2.8,2.6,,,,,,,,,,,,,,,,,
School O,266288,2,BLM,Hispanic,Spanish,Spanish,,,,2.3,2.1,,,,,,,,,,,,,,,,,
School F,185281,2,REG,Black,Haitian Creole,Haitian Creole,English,,,2.8,2.6,,,,,,,,,,,,,,,,,
School BB,252756,1,SI4,Asian,Vietnamese,English,Vietnamese,,Y3,2.4,2.2,,,,,,,,,,,,,,,,,
School DG,153109,10,SL4,Hispanic,Spanish,English,,,L4,2.9,2.7,,,,,,,,,,,,,,,,,
School R,187259,1,REG,Hispanic,Spanish,Spanish,English,,P1,2.9,2.7,,,,,,,,,,,,,,,,,
School CW,222292,8,REG,Hispanic,Spanish,Spanish,,,,2.4,2.2,,,,,,,,,,,,,,,,,
School AY,121624,3,SI4,Hispanic,Spanish,Spanish,,,Y3,2.4,2.2,,,,,,,,,,,,,,,,,
School CN,217349,9,SI4,Hispanic,Spanish,Spanish,,,L3,2.8,2.6,,,,,,,,,,,,,,,,,
School BU,227841,11,BLM,Hispanic,Spanish,Spanish,,,,2.9,2.7,,,,,,,,,,,,,,,,,
School CC,270761,3,REG,Hispanic,Spanish,Spanish,Spanish,,,2.8,2.6,,,,,,,,,,,,,,,,,
School DA,219866,7,TLE,Hispanic,Spanish,English,Spanish,,R2,2.8,2.6,,,,,,,,,,,,,,,,,
School DC,113866,12,REF,Black,Haitian Creole,English,Haitian Creole,,,2.9,2.7,,,,,,,,,,,,,,,,,
School J,251654,3,BLK,Black,Cape Verdean,English,Cape Verdean,,,2.9,2.7,,,,,,,,,,,,,,,,,
School CV,200405,12,TLS,Hispanic,Spanish,Spanish,,,,2.8,2.6,,,,,,,,,,,,,,,,,
School CK,239242,7,REG,Asian,Toishanese,Cantonese,Mandarin,Toishanese,,2.9,2.7,,,,,,,,,,,,,,,,,
School K,153179,9,REG,Hispanic,Spanish,Spanish,,,,2.8,2.6,,,,,,,,,,,,,,,,,
School P,248039,3,TLS,Hispanic,Spanish,Spanish,English,,S1,2,1.8,,,,,,,,,,,,,,,,,
School CA,242029,8,REG,Hispanic,Spanish,Spanish,,,,2,1.8,,,,,,,,,,,,,,,,,
School BU,183879,12,BLM,Black,Cape Verdean,Portuguese,,,,2,1.8,,,,,,,,,,,,,,,,,
School CP,212356,8,SL4,Hispanic,Spanish,English,Spanish,,L4,2,1.8,,,,,,,,,,,,,,,,,
School X,229025,7,TLS,Hispanic,Spanish,Spanish,,,,2,1.8,,,,,,,,,,,,,,,,,
School CD,290320,11,BLS,Hispanic,Spanish,Spanish,,,,2,1.8,,,,,,,,,,,,,,,,,
School CD,138625,10,BLS,Hispanic,Spanish,Spanish,,,,2,1.8,,,,,,,,,,,,,,,,,
School BO,286729,7,BLS,Hispanic,Spanish,Spanish,,,,2,1.8,,,,,,,,,,,,,,,,,
School BO,141426,7,SA4,Hispanic,Spanish,Spanish,,,A4,2,1.8,,,,,,,,,,,,,,,,,
School T,140430,8,SI4,Black,Other,Other,,,L3,2.1,1.9,,,,,,,,,,,,,,,,,
School CP,118666,12,BLS,Hispanic,Spanish,Spanish,,,,2.1,1.9,,,,,,,,,,,,,,,,,
School J,207932,5,REG,Black,Cape Verdean,English,Cape Verdean,,,2.7,2.5,,,,,,,,,,,,,,,,,
School AT,230487,12,SI4,Black,Cape Verdean,Cape Verdean,,,A3,2.7,2.5,,,,,,,,,,,,,,,,,
School CD,284218,9,BLM,Black,Haitian Creole,English,Haitian Creole,French,,2.7,2.5,,,,,,,,,,,,,,,,,
School BN,249018,5,BIS,Hispanic,Spanish,Spanish,,,,2.1,1.9,,,,,,,,,,,,,,,,,
School AN,285921,1,REG,Hispanic,Spanish,English,Spanish,,,2.5,2.3,,,,,,,,,,,,,,,,,
School BV,186201,10,BLS,Hispanic,Spanish,Spanish,,,,2.6,2.4,,,,,,,,,,,,,,,,,
School BB,138359,4,REG,Black,Cape Verdean,Cape Verdean,,,,2.7,2.5,,,,,,,,,,,,,,,,,
School AY,282871,2,SQ4,White,English,English,Arabic,,Q4,2.7,2.5,,,,,,,,,,,,,,,,,
School AJ,169503,7,TLS,Hispanic,Spanish,Spanish,,,R1,2.7,2.5,,,,,,,,,,,,,,,,,
School V,279418,12,BLH,Black,Haitian Creole,Haitian Creole,,,,2.5,2.3,,,,,,,,,,,,,,,,,
School BP,254083,9,SI4,Hispanic,Spanish,English,Spanish,,L3,2.7,2.5,,,,,,,,,,,,,,,,,
School W,109332,12,BLS,Hispanic,Spanish,Spanish,English,,,2.2,2,,,,,,,,,,,,,,,,,
School CM,288154,7,SI4,Hispanic,Spanish,Spanish,,,L3,2.7,2.5,,,,,,,,,,,,,,,,,
School CN,152068,11,VEP,Hispanic,Spanish,Spanish,,,,2.1,1.9,,,,,,,,,,,,,,,,,
School BU,167024,11,BLM,Hispanic,Spanish,Spanish,English,,R1,2.1,1.9,,,,,,,,,,,,,,,,,
School L,224019,4,SI4,White,Arabic,English,Arabic,,R2,2.1,1.9,,,,,,,,,,,,,,,,,
School W,237205,7,BLS,Hispanic,Spanish,Spanish,,,,2.5,2.3,,,,,,,,,,,,,,,,,
School CJ,164341,8,BIS,Hispanic,Spanish,Spanish,,,,2.1,1.9,,,,,,,,,,,,,,,,,
School CD,285796,8,SL4,Hispanic,Spanish,Spanish,,,L4,2.1,1.9,,,,,,,,,,,,,,,,,
School BB,139975,1,REG,Hispanic,Spanish,Spanish,,,,2.2,2,,,,,,,,,,,,,,,,,
School CN,199257,12,VEP,Hispanic,Spanish,Spanish,,,R2,2.7,2.5,,,,,,,,,,,,,,,,,
School BD,221318,7,REG,Hispanic,Spanish,English,Spanish,,,2.5,2.3,,,,,,,,,,,,,,,,,
School V,189103,9,REG,Hispanic,Spanish,English,Spanish,,,2.5,2.3,,,,,,,,,,,,,,,,,
School CV,201840,12,TLE,Hispanic,Spanish,Spanish,,,R2,2.6,2.4,,,,,,,,,,,,,,,,,
School CN,156497,12,SA4,Hispanic,Spanish,English,Spanish,,A4,2.2,2,,,,,,,,,,,,,,,,,
School F,202619,1,REG,Black,English,English,Cape Verdean,,R1,2.5,2.3,,,,,,,,,,,,,,,,,
School CA,103820,12,BLS,Hispanic,Spanish,Spanish,,,,2.1,1.9,,,,,,,,,,,,,,,,,
School CN,232692,11,BLM,Hispanic,Spanish,Spanish,English,,,2.7,2.5,,,,,,,,,,,,,,,,,
School AA,241828,7,REG,Black,Cape Verdean,Cape Verdean,,,,2.7,2.5,,,,,,,,,,,,,,,,,
School BJ,100781,1,REG,Black,English,English,Haitian Creole,,,2.7,2.5,,,,,,,,,,,,,,,,,
School P,170191,3,TLS,Hispanic,Spanish,English,Spanish,,R1,2.7,2.5,,,,,,,,,,,,,,,,,
